	MR	ARI_o	ARI_r	Time
77	0.0	0.8306231579066744	0.8145430656809437	0.11588
78	0.0	0.8035429457696723	0.7905788501993812	0.09523
79	0.0	0.7870503697975777	0.7758638067818601	0.11668
80	0.0	0.8055768841121989	0.7926128277786124	0.10004
81	0.0	0.8102911829462747	0.7993350623165667	0.10226
82	0.0	0.8392296998376872	0.8275588262525316	0.12887
83	0.0	0.8482268550283016	0.8393779712395965	0.11084
84	0.0	0.8375735927982451	0.8252558339404835	0.11084
85	0.0	0.8489321470682741	0.8373858723624183	0.09412
86	0.0	0.8376548312476008	0.8248521739170314	0.10241
87	0.0	0.8534908387423827	0.84145995474288	0.08621
88	0.0	0.8132360180990756	0.7977329488799104	0.08571
89	0.0	0.8192444492443757	0.8078294692881556	0.11064
90	0.0	0.8257133738833486	0.8168994822480448	0.08686
91	0.0	0.8285114637647413	0.8229397470890272	0.09951
92	0.0	0.8093809595448759	0.7971699364392587	0.133
93	0.0	0.8343511379285987	0.8247533994455154	0.08645
94	0.0	0.8059910397964866	0.7948027313836288	0.0953
95	0.0	0.812588070045245	0.8058545314435571	0.08767
96	0.0	0.8475450549509009	0.8357657793644407	0.09632
97	0.0	0.8362417669944773	0.8228116045349735	0.09568
98	0.0	0.8205321208902522	0.8103344203518372	0.0844
99	0.0	0.8235895841459212	0.8091301940241109	0.08157
100	0.05	0.7581133420124334	0.7504993403850022	0.09328
101	0.05	0.8336303610147308	0.8303348400421953	0.1131
102	0.05	0.772140909606771	0.763052481987477	0.10799
103	0.05	0.8222994418330473	0.8204132280811938	0.10833
104	0.05	0.7184403910768395	0.7137387202431208	0.13167
105	0.05	0.8233301387668556	0.8150882083868891	0.09856
106	0.05	0.8257121849287553	0.8230764688390598	0.09367
107	0.05	0.7828187597759089	0.7775030182084539	0.12664
108	0.05	0.8123409592629377	0.8036127897923285	0.08395
109	0.05	0.8218815849522214	0.8194481425754291	0.10558
110	0.05	0.8225033181523763	0.8157647488474338	0.11271
111	0.05	0.788456093210278	0.7818308323943182	0.09758
112	0.05	0.8135262666670826	0.8121199089719412	0.10261
113	0.05	0.8110328203246762	0.8081704410396734	0.1085
114	0.05	0.8343532161643139	0.8259573948530539	0.11292
115	0.05	0.8024139513239993	0.7968723579667113	0.12067
116	0.05	0.7909646672584416	0.788963156295762	0.10917
117	0.05	0.8013706189784051	0.7912699143251252	0.09816
118	0.05	0.8265188077066202	0.8156194645529402	0.09487
119	0.05	0.8328856740697953	0.8279215076742774	0.09416
120	0.05	0.8069203731156129	0.8076443294389293	0.10912
121	0.05	0.8444549613704427	0.8423513014897859	0.09261
122	0.05	0.8087323509624283	0.8023424537118383	0.08342
123	0.05	0.8602303504608426	0.8536881647262736	0.08264
124	0.05	0.7888346222695679	0.783843910504529	0.08535
125	0.05	0.833427352866155	0.8244428398349504	0.08832
126	0.05	0.8222903083737866	0.8248305542778172	0.08435
127	0.05	0.811793141516625	0.8090203678432265	0.0936
128	0.05	0.8240994381484693	0.8160237547216052	0.14227
129	0.05	0.837674435674139	0.8312334290835526	0.12465
130	0.05	0.7989302328062288	0.7939745947854816	0.11026
131	0.05	0.8290212132372619	0.8152168386083738	0.10724
132	0.05	0.8254805909107473	0.8264324784414145	0.09326
133	0.05	0.8199932469399055	0.81474046875797	0.08827
134	0.05	0.8118037118887439	0.8101403286268485	0.10415
135	0.05	0.8207278300458836	0.8157485258649831	0.09784
136	0.05	0.754016836348478	0.7415081666970128	0.08936
137	0.05	0.826769211080033	0.8168362408504952	0.13359
138	0.05	0.7905013486010616	0.7870674829982948	0.09647
139	0.05	0.8274689167331967	0.8191599404160127	0.0839
140	0.05	0.8196807093086066	0.8148550249608214	0.11317
141	0.05	0.8139518666259893	0.8049406149040066	0.0885
142	0.05	0.8302316449782065	0.8239806726433327	0.07515
143	0.05	0.8250428011507223	0.8207088800081322	0.13147
144	0.05	0.8158213728028658	0.8089766394329435	0.08948
145	0.05	0.8384883379706634	0.8302556895006737	0.10539
146	0.05	0.797213904261538	0.7930656277944118	0.1329
147	0.05	0.8204954803955563	0.8147090428712468	0.08399
148	0.05	0.7876976453285041	0.7856520665179179	0.10466
149	0.05	0.8030587280973758	0.7997179068248822	0.07635
150	0.05	0.8104828546533157	0.8061036253080173	0.09048
151	0.05	0.8001699951438116	0.7879694869392405	0.12028
152	0.05	0.8319492590448673	0.8306998546177562	0.09887
153	0.05	0.7899112378317686	0.7838819449102222	0.15697
154	0.05	0.8391597269664283	0.8345566921575105	0.09503
155	0.05	0.8209755445105912	0.8122843046120699	0.08993
156	0.05	0.8346137541994367	0.8219960810507477	0.1198
157	0.05	0.8089508582881442	0.8027677021944445	0.08825
158	0.05	0.7808429717902563	0.7806370255390988	0.11159
159	0.05	0.8156676777438614	0.807746762470185	0.09093
160	0.05	0.8038189499723489	0.7949488512580958	0.08875
161	0.05	0.8464274613309245	0.8369982966532763	0.09206
162	0.05	0.8100953058695283	0.8026235600702362	0.08687
163	0.05	0.8247361697710441	0.8208986301582479	0.08565
164	0.05	0.8221208397565046	0.8148699829664846	0.1471
165	0.05	0.8444903072160537	0.8371051353614732	0.08932
166	0.05	0.830365089398124	0.8221082388533489	0.11489
167	0.05	0.8025930234655144	0.8032861254789109	0.12985
168	0.05	0.7945264373920886	0.7873783488173162	0.12083
169	0.05	0.8300935241844362	0.8239849964169758	0.10968
170	0.05	0.8235699665817835	0.8197933230738133	0.08928
171	0.05	0.7737509827342471	0.7625637542888988	0.10875
172	0.05	0.8114327129588793	0.8049304543139086	0.08573
173	0.05	0.845074682139043	0.8460592846797184	0.10337
174	0.05	0.8414210025426627	0.836548911413924	0.11141
175	0.05	0.8156851976969672	0.8104720595940585	0.08508
176	0.05	0.7954108433410804	0.794831196179728	0.0887
177	0.05	0.8078977486794765	0.8011075435061933	0.11811
178	0.05	0.7688746799836517	0.76643669149355	0.07742
179	0.05	0.8542688314272185	0.8482812370707166	0.10321
180	0.05	0.7996093582992594	0.7931949168982403	0.09639
181	0.05	0.8093891233914933	0.801274438151273	0.11504
182	0.05	0.8129283235026208	0.811971621299048	0.10908
183	0.05	0.8064042508037798	0.8047234325387881	0.09054
184	0.05	0.8069518880265995	0.8043779058618805	0.08522
185	0.05	0.8248192735027121	0.8161530130278969	0.0935
186	0.05	0.8334922338378451	0.8326920413003102	0.11948
187	0.05	0.8365240336034094	0.8303407348814077	0.13569
188	0.05	0.8058050649960541	0.8042813369898181	0.08457
189	0.05	0.8168506746921212	0.811622158679957	0.06977
190	0.05	0.7736156676330238	0.7692857651391524	0.07936
191	0.05	0.8262268673989547	0.8242242601066301	0.08294
192	0.05	0.7507194185446484	0.7457556701879984	0.11519
193	0.05	0.8035235065049704	0.7981887057268308	0.10526
194	0.05	0.7686641098791583	0.7678067649158514	0.08229
195	0.05	0.76154878838955	0.755938718079589	0.09503
196	0.05	0.7964012485379011	0.7893928704383079	0.08927
197	0.05	0.8063404151520063	0.798591839927453	0.09581
198	0.05	0.7978926030845749	0.7934358666955003	0.08906
199	0.05	0.8008429688621209	0.7915960902557234	0.09111
200	0.1	0.8307696341067524	0.8377806724641501	0.09567
201	0.1	0.8355224361124272	0.8389390637170112	0.0973
202	0.1	0.823025894671766	0.8258183027680436	0.08614
203	0.1	0.8095862839793231	0.814488088218805	0.09488
204	0.1	0.8141604660281965	0.8227362721299533	0.14879
205	0.1	0.79503319596977	0.7990818900568007	0.09998
206	0.1	0.8431382932960778	0.8494549251002076	0.10147
207	0.1	0.806482410289307	0.8020269763497263	0.08384
208	0.1	0.7904007921850675	0.7916515522843811	0.09558
209	0.1	0.8194190228711534	0.8183681059149586	0.10682
210	0.1	0.814857515352288	0.8189920464278064	0.08083
211	0.1	0.8103874065303285	0.8137483644024955	0.10264
212	0.1	0.8369096128100665	0.8408440782743136	0.09559
213	0.1	0.8315946464199994	0.8362739655113688	0.12642
214	0.1	0.8049809344294276	0.8097479169831514	0.11905
215	0.1	0.8097294258548231	0.8095238531598681	0.10132
216	0.1	0.7867680351131501	0.7895315482342314	0.09708
217	0.1	0.8090387582821849	0.8175763815151363	0.1179
218	0.1	0.8025232016791828	0.8019656073074951	0.08536
219	0.1	0.8158682550754865	0.8225942093324716	0.08472
220	0.1	0.79911482677411	0.79991020623343	0.08736
221	0.1	0.8189816280908293	0.8248240384881644	0.09052
222	0.1	0.7941283139239974	0.7954174023233768	0.10576
223	0.1	0.8179783346443721	0.81263809334341	0.11038
224	0.1	0.817832301422749	0.8156927436085646	0.08623
225	0.1	0.8082050753186014	0.8175588592817282	0.12698
226	0.1	0.7579419209998373	0.7576760440342378	0.1268
227	0.1	0.8299143100827173	0.8347366485446649	0.09094
228	0.1	0.7913553726100939	0.8007771868929775	0.08597
229	0.1	0.8020614932118352	0.8025117194845537	0.09827
230	0.1	0.8376617630397933	0.8329507872223453	0.08346
231	0.1	0.7575471683593907	0.7591322127504155	0.10631
232	0.1	0.8255298053522765	0.8358425288267166	0.10088
233	0.1	0.8111846155712961	0.8153153749051245	0.0895
234	0.1	0.7709744412484768	0.7720894266059459	0.12567
235	0.1	0.7819520954592151	0.7864262075861583	0.09661
236	0.1	0.7921917568773647	0.8031731756061199	0.09299
237	0.1	0.8105895050115817	0.8163150312612917	0.0854
238	0.1	0.8003074972028908	0.8058731712201683	0.12147
239	0.1	0.8027202416082722	0.8076331351667757	0.12858
240	0.1	0.7962556562298392	0.8068065851891592	0.15246
241	0.1	0.8374132039172874	0.8383780400619821	0.12561
242	0.1	0.8264165097873443	0.8251586749314818	0.09215
243	0.1	0.8182001833982154	0.8241969819382362	0.07982
244	0.1	0.8338461531606707	0.8344376863247742	0.10609
245	0.1	0.8262174483066582	0.8316709170158542	0.09344
246	0.1	0.8038645604508139	0.8053697132677475	0.12225
247	0.1	0.8306139718979211	0.8417473083402301	0.08854
248	0.1	0.7934318662440928	0.794950328833624	0.08765
249	0.1	0.7764147383668342	0.7794285178276616	0.09463
250	0.1	0.8043238563457885	0.8070364531174753	0.10283
251	0.1	0.7762306360307147	0.7728700623978919	0.10894
252	0.1	0.8019700102394438	0.8003912245964245	0.09487
253	0.1	0.8317550372599424	0.8388826147670658	0.10569
254	0.1	0.7774381604763266	0.789367943581994	0.08105
255	0.1	0.8393757875420536	0.8406174969881409	0.12495
256	0.1	0.79593598582845	0.7992788077315248	0.10481
257	0.1	0.8141187562512175	0.8138291897849591	0.10386
258	0.1	0.7966867632637615	0.8037080850012467	0.08156
259	0.1	0.788873549282905	0.7852179631247961	0.08282
260	0.1	0.8082379582277841	0.8104352105837149	0.08228
261	0.1	0.836028194163344	0.8407395363272838	0.09264
262	0.1	0.8205422062607973	0.824861346307095	0.10074
263	0.1	0.8227554489610216	0.8295230467216013	0.09945
264	0.1	0.8189110181131477	0.822602341737068	0.08969
265	0.1	0.8014980066341423	0.8020673269004632	0.08538
266	0.1	0.8353347245790347	0.8400384898204997	0.12573
267	0.1	0.7974078127393246	0.811698775885187	0.09596
268	0.1	0.772692396304447	0.7758371807040767	0.08778
269	0.1	0.7716029190219795	0.7714250349366599	0.08422
270	0.1	0.7965342377136865	0.7981671284059212	0.07906
271	0.1	0.809212363801132	0.8149651117434359	0.08429
272	0.1	0.765770872099174	0.7655244478579437	0.09494
273	0.1	0.767106834177635	0.7689354782509172	0.08272
274	0.1	0.8345716429147957	0.832710414577542	0.08018
275	0.1	0.7990143474967214	0.8028516826971851	0.10543
276	0.1	0.7963611401640859	0.7977606988421284	0.09506
277	0.1	0.8371204031283649	0.8391056544628896	0.08738
278	0.1	0.8305542290685627	0.831865226884215	0.09326
279	0.1	0.7497067061062832	0.7478804188726913	0.08661
280	0.1	0.8131978377626994	0.8253418789772448	0.11266
281	0.1	0.8205577223604738	0.8264115064721588	0.09098
282	0.1	0.7828312550739309	0.7876228686879625	0.08315
283	0.1	0.7787660985250381	0.7789988997185953	0.07997
284	0.1	0.7899857045912667	0.7944878729379224	0.08885
285	0.1	0.7643805173076171	0.7608569382522312	0.08227
286	0.1	0.780345867872344	0.7801936230084295	0.09176
287	0.1	0.8110704180520499	0.8146749685550266	0.0943
288	0.1	0.804758702575041	0.8126131468331934	0.10836
289	0.1	0.7782103828185924	0.7765021460322623	0.10023
290	0.1	0.7892290172916017	0.7917808014315674	0.08733
291	0.1	0.8324344125233064	0.8399308894136276	0.11029
292	0.1	0.8189169626564008	0.8235671318702533	0.09328
293	0.1	0.802250436006441	0.8060180903535584	0.10087
294	0.1	0.8207245401531593	0.8202116099213524	0.10196
295	0.1	0.8055044187487003	0.8107320355527793	0.12484
296	0.1	0.8045495606373334	0.7962040940595262	0.14977
297	0.1	0.7744561699675626	0.7733986976875052	0.08536
298	0.1	0.8192460308841005	0.8302948657464134	0.10664
299	0.1	0.8184403582954853	0.8329639622789387	0.08092
300	0.15	0.7850768868126736	0.7919832248545954	0.11423
301	0.15	0.8050152458102623	0.8211211350551074	0.10457
302	0.15	0.7929981720676395	0.8004753616760971	0.08323
303	0.15	0.783625734039227	0.7957313015317553	0.16294
304	0.15	0.8395506142364081	0.8491188988392686	0.11411
305	0.15	0.7814276896598698	0.7922826124820361	0.11051
306	0.15	0.7744911639238413	0.7836797884249227	0.11347
307	0.15	0.804924398002367	0.8181259109317698	0.07795
308	0.15	0.781094901544482	0.7891245920942156	0.12192
309	0.15	0.8188389956215809	0.8284586251832947	0.09904
310	0.15	0.7548906523268097	0.7598531988694165	0.14307
311	0.15	0.8220861821278909	0.823888452764099	0.109
312	0.15	0.8142387519138482	0.8269176740970519	0.10819
313	0.15	0.7659315244364763	0.7754794021683515	0.07779
314	0.15	0.8224601476624863	0.8307723747490847	0.09818
315	0.15	0.7993910581842154	0.8083615783708926	0.09024
316	0.15	0.8161431290717115	0.8349758644907315	0.08835
317	0.15	0.7815507896540281	0.8022051643656994	0.09155
318	0.15	0.7808291295768317	0.7925460610899409	0.11557
319	0.15	0.8053681271818265	0.8160373888976727	0.09286
320	0.15	0.8113696874138184	0.8154849186792262	0.09069
321	0.15	0.7718743602132474	0.7824803060576758	0.12894
322	0.15	0.7929171530154964	0.8022275097809768	0.07637
323	0.15	0.762603984287139	0.7659117216252675	0.07887
324	0.15	0.7569019816218898	0.7688110550373369	0.07378
325	0.15	0.8032733168788566	0.8144637647403244	0.07388
326	0.15	0.7919998021214317	0.7963574090537408	0.0981
327	0.15	0.7781894337597217	0.7889428755487062	0.10139
328	0.15	0.7800581537763932	0.796878196186	0.10065
329	0.15	0.8102780423405943	0.8209527308326708	0.07735
330	0.15	0.8322286667013834	0.8381304950660105	0.073
331	0.15	0.8131157501969485	0.8292824048552663	0.07772
332	0.15	0.8330192229183401	0.8418834419884984	0.10249
333	0.15	0.8023563057549401	0.8079202606823217	0.10754
334	0.15	0.8169856822908623	0.8243185340556259	0.07408
335	0.15	0.8166133093204292	0.8265277666600631	0.08615
336	0.15	0.7668019596171769	0.783732872908804	0.09133
337	0.15	0.8013650207637351	0.8205079611305149	0.08975
338	0.15	0.8088854643989817	0.8258140566945713	0.11274
339	0.15	0.7768454976372423	0.7882288291562881	0.10005
340	0.15	0.7602618933525482	0.767803568944854	0.12232
341	0.15	0.8423072734904056	0.8528072992674491	0.09139
342	0.15	0.8150785003105381	0.8305311688753231	0.08094
343	0.15	0.7879214355822589	0.7994151620099686	0.08524
344	0.15	0.8011878270093529	0.8147214738995041	0.09598
345	0.15	0.7994785143370002	0.8110293222475442	0.08517
346	0.15	0.7993812016295094	0.8073572836690268	0.07429
347	0.15	0.8115686190139202	0.8256258468478517	0.10526
348	0.15	0.8302551620532453	0.8348810299133692	0.10378
349	0.15	0.76514424463441	0.7703809259914867	0.11348
350	0.15	0.7600994276331652	0.7718238048990228	0.10791
351	0.15	0.7783675075852222	0.7930773606625904	0.10965
352	0.15	0.7872088769744078	0.8002018475806449	0.11601
353	0.15	0.7703455403313793	0.7755744707860914	0.0961
354	0.15	0.7787089791397267	0.7795057772297359	0.09545
355	0.15	0.8130359395404458	0.8180613295952824	0.09737
356	0.15	0.7414689310155593	0.7486770782177263	0.09201
357	0.15	0.7854556032521297	0.7915020960888576	0.09946
358	0.15	0.7878118996629658	0.7996491081325465	0.10572
359	0.15	0.7908229165051104	0.8010185590364716	0.08999
360	0.15	0.7893941689948882	0.7989913678087447	0.1269
361	0.15	0.8060129887721877	0.8101419834117759	0.10027
362	0.15	0.7920291069685819	0.8046794047109667	0.09029
363	0.15	0.819620537091597	0.8287825621492009	0.08598
364	0.15	0.8055370968693651	0.8201064480326591	0.08372
365	0.15	0.7925662934160791	0.8012113355572158	0.09026
366	0.15	0.7547137022571185	0.7625244463522418	0.08778
367	0.15	0.7885102056354343	0.799509875279981	0.08838
368	0.15	0.7544408554741634	0.7468861418565531	0.10914
369	0.15	0.8125283297396985	0.8213226034435293	0.11118
370	0.15	0.7906627612627478	0.800573550743462	0.07943
371	0.15	0.8020516428073811	0.8110516628189356	0.10943
372	0.15	0.7915157614366096	0.7965356002193912	0.09587
373	0.15	0.8124161173818274	0.8214510691108546	0.08645
374	0.15	0.8015236537690835	0.8105725404129616	0.11997
375	0.15	0.8038737671560906	0.8190837368553416	0.07939
376	0.15	0.7854370625750585	0.8007434843998256	0.07914
377	0.15	0.7790201056906749	0.7881994716384081	0.10458
378	0.15	0.8239364111058433	0.8331457249547664	0.09716
379	0.15	0.7709672973073415	0.776646308368768	0.07694
380	0.15	0.7769990347817869	0.7991715326499267	0.08079
381	0.15	0.7900225000687133	0.7983344153251539	0.07983
382	0.15	0.8003606017445343	0.81474147369557	0.12314
383	0.15	0.7928337315450188	0.8051889068947752	0.12324
384	0.15	0.7987010010962137	0.8074779228029026	0.09594
385	0.15	0.7962347930751617	0.8055714015880023	0.08678
386	0.15	0.7730783958082932	0.7852248580551239	0.08315
387	0.15	0.7638718492895935	0.7721584679815403	0.10685
388	0.15	0.75530580558598	0.7684274151573585	0.09746
389	0.15	0.8053673574901323	0.8213230724608411	0.08765
390	0.15	0.7618849241556996	0.7723508847077007	0.09078
391	0.15	0.8219403829045899	0.8336306146740857	0.08513
392	0.15	0.7879115784963613	0.7994424564931975	0.09124
393	0.15	0.8130083029208575	0.8196393797989546	0.09505
394	0.15	0.7704569620923961	0.7724854946415791	0.09842
395	0.15	0.7987693040649992	0.8087918016021641	0.09598
396	0.15	0.8106448690873059	0.8316359356316985	0.08925
397	0.15	0.7999536515216972	0.8172842009679558	0.10187
398	0.15	0.770336848687854	0.7842342828736474	0.09445
399	0.15	0.7678282548908317	0.7768301764615096	0.09726
400	0.2	0.7046712575332768	0.7198062582314606	0.10912
401	0.2	0.766262712811009	0.7775971980527174	0.08319
402	0.2	0.7441190009674902	0.7616929479265011	0.10059
403	0.2	0.8051100733786285	0.8189536765922749	0.12558
404	0.2	0.7796435941864858	0.7920872537255219	0.12049
405	0.2	0.8023136423492323	0.824791822150878	0.11636
406	0.2	0.7166582628278562	0.7273836981214963	0.09056
407	0.2	0.7592571410340226	0.7763306807032857	0.08643
408	0.2	0.7412532427147279	0.757094481243921	0.12112
409	0.2	0.814484681237206	0.8390019713161907	0.10925
410	0.2	0.7362981590844047	0.7466100736052411	0.08406
411	0.2	0.7959101888703437	0.8095227333161806	0.11035
412	0.2	0.7751083343139432	0.7884427555237248	0.09457
413	0.2	0.8044698542810542	0.8267171219027949	0.08579
414	0.2	0.787458459785315	0.8077757982480305	0.08977
415	0.2	0.8041471054602154	0.8192936468604273	0.11294
416	0.2	0.7892810015712873	0.8141371353974339	0.08905
417	0.2	0.785965299298528	0.8044548528257234	0.10485
418	0.2	0.7912813158672987	0.8133499420004465	0.09677
419	0.2	0.8094181789074189	0.8218362116922306	0.13034
420	0.2	0.7810125107603779	0.7986492506672965	0.08569
421	0.2	0.7669219237740883	0.7866337298539773	0.08013
422	0.2	0.79016541634516	0.8136101682783489	0.14706
423	0.2	0.7875259482104549	0.8025514806020605	0.0914
424	0.2	0.7468370768489446	0.7634317738326749	0.09907
425	0.2	0.7930472553316325	0.8110661681115985	0.08721
426	0.2	0.7821415831269067	0.7969069369443629	0.10633
427	0.2	0.8016575272069775	0.8320852943305855	0.09695
428	0.2	0.7999734924758434	0.811674141199919	0.12657
429	0.2	0.7720195566745762	0.7845720885495544	0.10363
430	0.2	0.8185657870728206	0.8444819582934314	0.07502
431	0.2	0.7718546071177628	0.7910390251693593	0.09342
432	0.2	0.7611505319467479	0.7759282705009752	0.09186
433	0.2	0.7882121352470607	0.8043960532085631	0.08965
434	0.2	0.7816746743814164	0.8026069076336438	0.1034
435	0.2	0.8109191705532105	0.8260482528960458	0.09226
436	0.2	0.7678267099303844	0.7877149403965469	0.11883
437	0.2	0.7707613763525484	0.7911792868417934	0.0904
438	0.2	0.8000986232345374	0.8187754011157593	0.10244
439	0.2	0.7758277884567727	0.7899678218692155	0.07965
440	0.2	0.7607411386130865	0.7752777868387264	0.09917
441	0.2	0.7869780971761031	0.7944171711943927	0.07878
442	0.2	0.7928394518466627	0.8142363074388386	0.09667
443	0.2	0.787693720761882	0.8076030778885048	0.09792
444	0.2	0.7291700628562929	0.7451586076181611	0.0731
445	0.2	0.7364140085728647	0.755632535822415	0.09337
446	0.2	0.8039057574223244	0.8187340341453346	0.09238
447	0.2	0.7622835952392586	0.7833472587269461	0.09414
448	0.2	0.7671890216381512	0.8023403064760438	0.09192
449	0.2	0.8127364991426757	0.833156209829829	0.10406
450	0.2	0.7967698318941289	0.8230528278870208	0.08851
451	0.2	0.7704045801785715	0.791235727406671	0.0904
452	0.2	0.7765639068301732	0.793792427487312	0.09031
453	0.2	0.7780411346862984	0.7943535723648214	0.09774
454	0.2	0.7666819160831982	0.7782108754318537	0.08022
455	0.2	0.816312244717745	0.8444077330282966	0.10736
456	0.2	0.766523910428011	0.7841268068276428	0.08866
457	0.2	0.7884085430921636	0.8047280919979283	0.09851
458	0.2	0.795888540784518	0.826163716768921	0.12069
459	0.2	0.8037661885601917	0.8258723161370277	0.09726
460	0.2	0.7197019637972902	0.7332020451860572	0.09168
461	0.2	0.760397238593473	0.7784809843487214	0.09536
462	0.2	0.8127962362269615	0.8301990266994366	0.10463
463	0.2	0.8119859761400605	0.8256730030442458	0.11064
464	0.2	0.7851139943492117	0.802754644043109	0.09551
465	0.2	0.8099376825547262	0.8261642377612463	0.0926
466	0.2	0.8241872125745782	0.8405062489651502	0.09066
467	0.2	0.7478039878047504	0.7694328801553725	0.11562
468	0.2	0.8074310436776204	0.8245194178014218	0.10014
469	0.2	0.7269538798862382	0.7474716530154222	0.10118
470	0.2	0.7740715053262377	0.7879361262338703	0.10002
471	0.2	0.7799845424543341	0.7964909956580363	0.09043
472	0.2	0.8114091458373449	0.83375136139449	0.10112
473	0.2	0.8000359146620932	0.8207295688372851	0.08592
474	0.2	0.8146140249404017	0.8294001392302043	0.07923
475	0.2	0.7451459425080167	0.7621631269009868	0.08647
476	0.2	0.7892434761127807	0.8101373005216815	0.1034
477	0.2	0.7833000090929083	0.8019741518826131	0.08714
478	0.2	0.8414871237972547	0.851001349977623	0.09731
479	0.2	0.7680687617276603	0.7798522430018583	0.08559
480	0.2	0.8082803614655636	0.8242981416953987	0.08734
481	0.2	0.7847390829994129	0.7979012480844733	0.09604
482	0.2	0.7802950647057876	0.7995913959992504	0.08141
483	0.2	0.8357640956344231	0.8424852391186298	0.08979
484	0.2	0.8283232107790032	0.8454729797976674	0.08823
