	MR	ARI_o	ARI_r	Time
0	0.000000000000	0.903248991624	0.892953185840	3.966110800000
1	0.000000000000	0.894982438245	0.886971204696	3.727090400000
2	0.000000000000	0.883988158736	0.874406234759	3.783448800000
3	0.000000000000	0.885629764511	0.877204842506	3.974073100000
4	0.000000000000	0.900967017372	0.894494329264	3.962572900000
5	0.000000000000	0.898085073443	0.888337233648	4.064769400000
6	0.000000000000	0.904884556811	0.893457004832	4.145919600000
7	0.000000000000	0.920479463581	0.913453925807	4.164808500000
8	0.000000000000	0.901055990526	0.891823787993	4.084620900000
9	0.000000000000	0.909663438563	0.896420135677	4.192602600000
10	0.000000000000	0.902271611370	0.893330535732	4.315244800000
11	0.000000000000	0.878509725776	0.873616185144	4.034418800000
12	0.000000000000	0.887902545547	0.873537162065	3.951510000000
13	0.000000000000	0.889486739504	0.886259312157	4.051567000000
14	0.000000000000	0.865197565279	0.854678696255	4.033613300000
15	0.000000000000	0.903112936170	0.893732426521	3.962506100000
16	0.000000000000	0.893067857826	0.883744867185	4.147660000000
17	0.000000000000	0.916532254551	0.905154750781	4.311379000000
18	0.000000000000	0.881892392734	0.875407462491	3.903681100000
19	0.000000000000	0.884882413551	0.877359806529	3.695799300000
20	0.000000000000	0.898522774436	0.893591739756	3.993627300000
21	0.000000000000	0.916310646586	0.902943634440	4.540259800000
22	0.000000000000	0.874103162773	0.867253537915	4.015494300000
23	0.000000000000	0.909000613779	0.898821559330	4.148214700000
24	0.000000000000	0.877510779436	0.868171348473	4.172254700000
25	0.000000000000	0.885834077430	0.873548426151	4.362610200000
26	0.000000000000	0.891272684177	0.879426705814	4.218802300000
27	0.000000000000	0.889459084803	0.879127821838	4.335798400000
28	0.000000000000	0.887420574884	0.877112754507	4.309657900000
29	0.000000000000	0.868441029574	0.860242775104	3.971259200000
30	0.000000000000	0.880287392038	0.870539254730	4.189307600000
31	0.000000000000	0.913917057023	0.903886171593	4.158534600000
32	0.000000000000	0.891887547388	0.885295531012	4.067393000000
33	0.000000000000	0.898445131188	0.889079465880	4.289222400000
34	0.000000000000	0.902985644272	0.890235778264	4.296705200000
35	0.000000000000	0.898367769561	0.888482191897	4.298235200000
36	0.000000000000	0.898748049951	0.890026347484	4.204923700000
37	0.000000000000	0.898837882614	0.896849528941	4.346497900000
38	0.000000000000	0.888113381028	0.879177107985	4.464078100000
39	0.000000000000	0.895976570048	0.887854276131	4.456627100000
40	0.000000000000	0.913284198991	0.905555561347	5.127822200000
41	0.000000000000	0.901174096628	0.892265910866	4.395709200000
42	0.000000000000	0.896754606588	0.887606168536	5.179562500000
43	0.000000000000	0.893912544113	0.883841341413	5.239036900000
44	0.000000000000	0.883052030013	0.874735514948	6.147259900000
45	0.000000000000	0.899850126880	0.889427736261	5.130102800000
46	0.000000000000	0.905797917879	0.896504791575	5.142090200000
47	0.000000000000	0.900802698044	0.888824680437	5.192184600000
48	0.000000000000	0.883951190149	0.875677651208	5.160515700000
49	0.000000000000	0.892058685554	0.882590512352	5.570350100000
50	0.000000000000	0.880913101127	0.872608045701	6.197746200000
51	0.000000000000	0.889736740186	0.880827323085	7.502179800000
52	0.000000000000	0.894326034231	0.885817874349	7.192510500000
53	0.000000000000	0.887917533529	0.875882858954	7.857377200000
